Date,WBA,UNH,TRV,VZ,WMT,PG,UTX,DOW
2012-12-05,3828800,1344000,1288400,1005900,4176000,4235200,2712800,161230000
2012-12-06,3360000,4720000,1545600,772400,3537600,3632000,2040000,116850000
2012-12-07,1632000,5216000,2609200,593200,2636000,3540800,2776000,124130000
2012-12-10,4809600,18841600,1837600,989800,5810400,7542400,1948800,118530000
2012-12-11,3852800,7571200,828000,752800,3227200,3462400,1132800,124510000
2012-12-12,3616000,9836800,1509200,611000,4505600,7232000,2004000,127510000
2012-12-13,3676800,4892800,896400,976200,5244800,5430400,2040000,101190000
2012-12-14,2364800,5827200,1619600,1070900,5100800,3696000,2186400,117620000
2012-12-17,1939200,1603200,1511200,824900,3639200,3606400,2536800,142980000
2012-12-18,2315200,553600,3092800,873300,4019200,2680000,3793600,152920000
2012-12-19,2192000,3267200,490400,1399600,6537600,3680000,2532800,149020000
2012-12-20,1446400,11955200,408800,763200,5992000,3950400,1729600,119800000
2012-12-21,1172800,9878400,262400,573600,3195200,5240000,1457600,413270000
2012-12-24,1227200,4659200,392400,1845700,6504000,8345600,2106400,47710000
2012-12-26,5009600,5433600,336000,1433800,6291200,3555200,3062400,79410000
2012-12-27,2660800,24044800,412400,1045500,4215200,3560000,2152000,100160000
2012-12-28,4304000,3852800,513200,1597000,2308000,2876800,1512800,85980000
2012-12-31,1993600,2128000,710400,1372400,4699200,5334400,1373600,145740000
2013-01-02,1560000,1513600,526400,697300,4010400,3206400,1254400,161430000
2013-01-03,1187200,156800,624400,972100,3215200,4420800,1942400,129630000
2013-01-04,1937600,3132800,700800,651500,4480000,5952000,1888000,107590000
2013-01-07,3017600,947200,560400,923700,5064000,7283200,3409600,113120000
2013-01-08,4302400,1584000,1203600,2275700,13012800,11408000,3563200,129570000
2013-01-09,2424000,3574400,734800,791100,5873600,4310400,1720800,123070000
2013-01-10,1960000,3190400,247600,503300,5876800,4147200,1510400,133520000
2013-01-11,1153600,2403200,602400,571300,8811200,5033600,1726400,119200000
2013-01-14,1145600,1689600,309200,507400,3598400,4145600,1303200,118460000
2013-01-15,854400,4563200,314800,725700,4622400,3228800,810400,102280000
2013-01-16,3160000,310400,700000,862300,3312000,4502400,981600,118540000
2013-01-17,1729600,1849600,953600,450400,2591200,4353600,1630400,183900000
2013-01-18,974400,4608000,436000,649300,3984000,3638400,1852000,260900000
2013-01-22,955200,6793600,563600,739100,5645600,2739200,2888000,144300000
2013-01-23,2867200,6377600,1366400,1582800,5827200,3340800,2593600,104490000
2013-01-24,1716800,780800,713200,2181000,2781600,3644800,2543200,124780000
2013-01-25,2366400,8790400,436400,2280300,2724000,3104000,2588000,130300000
2013-01-28,3587200,2960000,939200,673700,3500800,3995200,2798400,113570000
2013-01-29,2900800,4083200,412400,510500,4896800,2171200,1901600,108230000
2013-01-30,1211200,1072000,148800,529700,6868000,1403200,1353600,117200000
2013-01-31,3043200,11433600,338000,842300,3139200,2304000,3266400,142600000
2013-02-01,5198400,9289600,333200,891200,3540000,2312000,1356800,128420000
2013-02-04,6265600,5756800,493600,723500,3928000,3707200,1304000,130420000
2013-02-05,5227200,10320000,319600,1145100,5980800,4859200,1919200,134390000
2013-02-06,2100800,784000,527200,834700,7855200,3876800,2346400,127560000
2013-02-07,2771200,3507200,2925200,1716700,8304000,5955200,9844800,118530000
2013-02-08,3780800,10886400,486800,723900,7840800,5251200,4648800,99860000
2013-02-11,2504000,2323200,722000,733700,5108000,4016000,3256800,75090000
2013-02-12,5838400,3558400,1020400,2052500,6954400,8574400,2334400,117180000
2013-02-13,2604800,1113600,316800,528600,2463200,3051200,3638400,130520000
2013-02-14,1923200,784000,635600,829400,2831200,7662400,1394400,114800000
2013-02-15,2675200,643200,170000,692500,3417600,3979200,2743200,195670000
2013-02-19,2958400,3190400,632000,1335600,5738400,6347200,12158400,136410000
2013-02-20,4545600,11036800,542400,1726900,2807200,3515200,5661600,138540000
2013-02-21,5673600,13241600,632000,687000,3887200,3889600,2444800,131410000
2013-02-22,6699200,4176000,979600,643800,4712000,4667200,4895200,139850000
2013-02-25,4046400,3833600,506000,547800,7472800,2612800,2126400,152190000
2013-02-26,1169600,2572800,1661200,1020600,4024800,2540800,1468000,132580000
2013-02-27,1553600,13900800,2022800,2727700,5689600,4256000,2709600,107010000
2013-02-28,1166400,8387200,672800,591800,3752800,3742400,1948000,177150000
2013-03-01,1564800,19724800,293600,804400,4373600,3499200,2368800,125920000
2013-03-04,1083200,10809600,416400,514000,5187200,3916800,1482400,110810000
2013-03-05,944000,4499200,246400,848900,4934400,4537600,1820800,112100000
2013-03-06,2251200,4288000,796000,2406100,8520000,8579200,4740000,116510000
2013-03-07,4208000,14620800,853600,960900,6854400,7300800,6268800,117080000
2013-03-08,3662400,2873600,661200,710200,8068800,6996800,4785600,115630000
2013-03-11,2830400,13913600,392000,1044200,6503200,7812800,7600800,94880000
2013-03-12,2088000,406400,309600,675100,8417600,8632000,3616800,102100000
2013-03-13,3881600,4892800,740400,1942600,10421600,26944000,3561600,83920000
2013-03-14,1870400,3145600,326000,1258900,7263200,7744000,4001600,117390000
2013-03-15,2196800,1424000,406400,1218000,5215200,6884800,2078400,407770000
2013-03-18,1147200,3596800,619200,787600,3584000,4153600,2272000,119640000
2013-03-19,710400,3056000,306800,1008600,2839200,4856000,1589600,122170000
2013-03-20,960000,2281600,182000,586900,3532800,3752000,983200,121240000
2013-03-21,5702400,3302400,467200,730100,4720800,5784000,2820800,110450000
2013-03-22,4352000,2332800,394000,623500,3712000,4060800,1619200,101450000
2013-03-25,2564800,3987200,613200,765300,6616000,2809600,3020800,124840000
2013-03-26,4857600,1817600,241200,754200,6436000,5449600,3348000,96030000
2013-03-27,3190400,4358400,773200,684800,4083200,5283200,5068800,92680000
2013-03-28,3448000,4348800,718400,1561400,6255200,7897600,4076000,153710000
2013-04-01,2534400,9840000,524400,1315100,9016800,6009600,3310400,91400000
2013-04-02,1369600,5145600,952000,789000,4803200,4484800,2041600,98420000
2013-04-03,1505600,3286400,470000,1001500,4124000,5657600,3940800,127140000
2013-04-04,3048000,8256000,683200,635800,3882400,12764800,2048800,104790000
2013-04-05,1928000,21193600,631600,2272200,2992800,8731200,1194400,131250000
2013-04-08,2233600,14009600,788000,827600,3408000,11672000,1495200,106680000
2013-04-09,2334400,1331200,698800,1120200,3891200,6592000,2280800,128580000
2013-04-10,5427200,1328000,923200,2832700,12952800,13537600,3666400,120520000
2013-04-11,2411200,16236800,323600,579900,3100800,5627200,1123200,144570000
2013-04-12,5388800,6137600,918800,552300,6627200,5192000,1900000,119570000
2013-04-15,4019200,4348800,520000,1292000,4065600,7220800,1808000,161680000
2013-04-16,1771200,892800,334400,1201300,3814400,3588800,1237600,126320000
2013-04-17,3070400,268800,520000,1368000,4598400,6736000,2376000,168010000
2013-04-18,2152000,4220800,530400,675900,3057600,3219200,1972800,158050000
2013-04-19,4856000,6492800,553600,856100,3498400,5369600,1811200,207200000
2013-04-22,915200,2768000,683200,802600,3838400,3982400,1704800,146890000
2013-04-23,1841600,1171200,644800,1691800,6608000,5072000,2236800,137320000
2013-04-24,2504000,2915200,640400,2063200,7033600,7076800,2276800,138020000
2013-04-25,504000,156800,290800,1637600,2292800,2099200,767200,129600000
2013-04-26,2200000,2454400,523200,1936000,4684000,4939200,1708000,128910000
2013-04-29,2937600,23907200,483200,665600,2909600,3355200,2078400,97060000
2013-04-30,3161600,31993600,515600,960100,4383200,5585600,1984800,148250000
2013-05-01,2152000,6470400,425200,1315600,2907200,4574400,1021600,112620000
2013-05-02,2060800,8899200,829600,1430300,5808800,5603200,2570400,91180000
2013-05-03,4747200,1904000,223200,944600,2504800,8598400,2284800,119890000
2013-05-06,2632000,12169600,558800,1077500,2006400,7988800,1535200,116160000
2013-05-07,4222400,10848000,557600,2048000,5978400,7529600,1960000,117230000
2013-05-08,1553600,3600000,312000,753200,3836000,4825600,1596000,113510000
2013-05-09,1678400,2777600,560800,621600,3248000,5801600,1332000,97810000
2013-05-10,3089600,5008000,1408400,1886100,7683200,7233600,4366400,98980000
2013-05-13,3060800,19900800,413200,1727900,6804000,5840000,2623200,94280000
2013-05-14,2372800,2368000,398800,1803000,6762400,11620800,3571200,124590000
2013-05-15,2963200,2108800,764400,801800,4025600,4804800,1640000,124030000
2013-05-16,4257600,5491200,974000,1538700,3659200,5942400,2328000,145090000
2013-05-17,4990400,1747200,331200,922300,3336000,7750400,3254400,175750000
2013-05-20,4963200,3766400,1669200,891200,3605600,6544000,2959200,116420000
2013-05-21,3248000,5539200,1015600,1055700,2822400,4324800,2516800,122970000
2013-05-22,2764800,3990400,691200,1321300,3479200,5228800,7329600,171850000
2013-05-23,2115200,5798400,865200,1830600,5700000,8758400,7669600,148810000
2013-05-24,2862400,4588800,1130400,925400,4952800,3432000,1429600,105660000
2013-05-28,2030400,12496000,664400,766700,3620800,4684800,2536800,130680000
2013-05-29,1849600,7020800,286400,1129600,2372000,6393600,2138400,114020000
2013-05-30,2475200,20044800,889200,955700,5345600,5848000,1916000,121150000
2013-05-31,1704000,64179200,514400,849700,16393600,5033600,3009600,208830000
2013-06-03,1401600,19212800,538400,1311400,8720800,5603200,3090400,147980000
2013-06-04,2667200,7305600,580000,1136800,8830400,14756800,2412000,134280000
2013-06-05,1891200,7782400,1323600,1357300,6724000,16320000,2056000,141400000
2013-06-06,1486400,3488000,564400,835700,3902400,7208000,2268000,140410000
2013-06-07,1859200,4384000,430000,498000,5388800,5760000,2501600,137380000
2013-06-10,3164800,1427200,628000,672000,3801600,3388800,2642400,94250000
2013-06-11,2273600,3635200,226000,667900,4600000,5779200,2648800,101610000
2013-06-12,1296000,528000,570400,1279400,6156000,5748800,2825600,105770000
2013-06-13,2694400,3280000,418000,912500,5186400,5972800,3088000,104490000
2013-06-14,2446400,4000000,411600,669800,6009600,4838400,1875200,107430000
2013-06-17,1388800,4288000,182800,739600,4457600,4920000,2092000,139250000
2013-06-18,1966400,10336000,760400,957400,8615200,8576000,3318400,99210000
2013-06-19,947200,11619200,674000,1011700,5060800,8352000,1592000,111380000
2013-06-20,1134400,2441600,254000,494900,3144800,3980800,1344800,172630000
2013-06-21,2318400,4364800,364000,595300,4369600,3852800,1750400,420080000
2013-06-24,1585600,7136000,514800,1046000,4823200,6432000,2250400,158670000
2013-06-25,907200,3507200,599600,439300,2833600,2982400,1696000,135940000
2013-06-26,3184000,1120000,333200,699900,3476000,4491200,3211200,133230000
2013-06-27,2008000,268800,364400,731900,2907200,4446400,2425600,113650000
2013-06-28,1940800,928000,950000,631000,4196800,6228800,1907200,230000000
2013-07-01,1072000,1267200,1912000,455200,5773600,2648000,2138400,120570000
2013-07-02,1324800,1849600,556000,1061200,6840000,4686400,1288000,116610000
2013-07-03,902400,643200,320400,680800,3640800,5420800,1848000,61000000
2013-07-05,1686400,492800,447200,1343100,3005600,3942400,1903200,94560000
2013-07-08,945600,2745600,630800,1693500,5384000,5843200,3413600,136820000
2013-07-09,1784000,3484800,721200,848000,5364800,6171200,1966400,109270000
2013-07-10,2505600,5056000,880000,4714000,12548800,11059200,4638400,105050000
2013-07-11,870400,3708800,710000,623100,4112000,4662400,1680000,124950000
2013-07-12,936000,53472000,720000,1640200,3980800,3027200,1425600,130140000
2013-07-15,1726400,16912000,1326000,1291000,4679200,4606400,1282400,99430000
2013-07-16,1137600,16745600,696000,1245300,3739200,3305600,1221600,105970000
2013-07-17,1030400,19443200,358400,1038900,3156800,4980800,1276000,126240000
2013-07-18,1086400,4208000,418400,581100,3879200,6267200,1699200,136270000
2013-07-19,2179200,4211200,294400,868900,4559200,6406400,1315200,229260000
2013-07-22,1425600,5968000,773200,600300,3959200,6233600,860800,180920000
2013-07-23,1524800,4736000,992400,1211000,4397600,12985600,2924800,98700000
2013-07-24,2435200,5408000,737200,1396000,3468000,5708800,1836800,99320000
2013-07-25,1088000,3379200,834000,559400,2656000,3542400,1833600,103260000
2013-07-26,1996800,22505600,1373600,1964900,4744000,7400000,3240000,94880000
2013-07-29,1646400,6252800,2028800,3006100,5208800,8500800,2850400,87240000
2013-07-30,1646400,9427200,823600,865400,7096000,5073600,1564800,117550000
2013-07-31,2257600,13254400,315200,1174000,12353600,10232000,1610400,145120000
2013-08-01,1051200,1734400,95200,257400,2872800,4328000,857600,111040000
2013-08-02,1420800,3030400,496800,630100,3839200,6488000,2043200,104840000
2013-08-05,6281600,4006400,877600,1179400,3644800,7214400,2588800,76850000
2013-08-06,13641600,2832000,167200,1802100,3908800,5507200,3271200,87730000
2013-08-07,4856000,3472000,846000,1756800,11075200,10374400,5250400,88430000
2013-08-08,9721600,10425600,3214000,2725400,24350400,20656000,7814400,90990000
2013-08-09,3550400,6486400,1404800,1219800,6201600,11520000,4895200,81180000
2013-08-12,1987200,1529600,2070000,713700,3865600,8947200,2625600,78060000
2013-08-13,4616000,12288000,910800,1565900,6736000,5716800,2426400,84790000
2013-08-14,2651200,1603200,1162000,1250100,7903200,13550400,2150400,91030000
2013-08-15,1363200,857600,821600,1124200,5005600,7900800,1697600,128340000
2013-08-16,2110400,2976000,660000,1456500,8200800,19937600,4299200,151620000
2013-08-19,1921600,8745600,2189600,1952400,4214400,7899200,2796000,111660000
2013-08-20,3456000,6633600,1506400,1434200,4080800,8046400,3110400,102340000
2013-08-21,1761600,4486400,436400,1482300,6156800,6254400,4873600,98340000
2013-08-22,1161600,3811200,349200,845800,3877600,5076800,1851200,153490000
2013-08-23,1795200,5116800,1904800,2177900,5054400,7713600,2503200,131860000
2013-08-26,2520000,2745600,692000,1744700,2789600,4361600,2090400,102820000
2013-08-27,2782400,2198400,616800,736400,4996000,3483200,1340000,118610000
2013-08-28,1676800,787200,908400,829400,3853600,2668800,1130400,104620000
2013-08-29,1619200,2227200,560800,783600,5958400,3502400,2591200,93170000
2013-08-30,1726400,4928000,842000,829400,4653600,4510400,4052000,135850000
2013-09-03,2011200,7526400,1674400,1066500,4204800,5507200,4467200,142530000
2013-09-04,1819200,8611200,983200,525500,3414400,3238400,1186400,122150000
2013-09-05,1846400,4262400,913600,865000,2384800,2779200,3622400,101010000
2013-09-06,2608000,2819200,235600,809900,2623200,2377600,1720000,108410000
2013-09-09,2172800,3366400,530000,584300,2636800,3985600,3729600,90660000
2013-09-10,2665600,11843200,830400,1074400,2632800,4222400,3667200,103200000
2013-09-11,2342400,2553600,641600,652800,2610400,3902400,1372000,102090000
2013-09-12,3931200,6316800,741600,1089500,6256800,7753600,1867200,99760000
2013-09-13,3209600,2476800,553200,321400,4871200,3832000,9100800,90890000
2013-09-16,2331200,809600,640400,1085200,4816000,3170400,5974400,105740000
2013-09-17,2028800,2329600,1690400,856100,2737600,3464800,1536800,104480000
2013-09-18,820800,556800,526000,349500,1775200,3220000,736800,145410000
2013-09-19,1987200,1558400,2734000,1520200,3062400,4852800,2043200,116280000
2013-09-20,1131200,2742400,1550800,823500,3612800,5086400,1372800,379650000
2013-09-23,1257600,6435200,486400,608300,2764800,3360000,2024800,94920000
2013-09-24,1368000,1846400,723200,460100,5550400,5582400,3075200,85430000
2013-09-25,1217600,20380800,873600,916500,7663200,6080800,2564000,81890000
2013-09-26,777600,2457600,222400,594100,3167200,5434400,2516800,79050000
2013-09-27,2156800,5027200,443200,325900,2695200,3241600,2729600,95660000
2013-09-30,2224000,1625600,498800,537600,2428000,2921600,1160000,122330000
2013-10-01,2067200,3494400,225200,512700,2048000,2456000,1395200,82460000
2013-10-02,1097600,3968000,622400,317800,2108800,2480000,2749600,86090000
2013-10-03,1908800,1808000,718400,492200,2684800,2874400,1941600,91300000
2013-10-04,1924800,960000,895600,952100,3508800,9367200,2815200,75100000
2013-10-07,1878400,1475200,661600,741700,3746400,7716000,1928000,79620000
2013-10-08,2836800,6496000,352800,1271100,2963200,4866400,926400,102690000
2013-10-09,3024000,3795200,662000,2122400,10830400,10362400,3248800,103190000
2013-10-10,1608000,4009600,1291200,1146900,5221600,5016800,1499200,106540000
2013-10-11,2158400,7475200,987600,1159400,5416000,5244000,2006400,85730000
2013-10-14,3236800,12086400,506000,1059400,5728000,6221600,1734400,81420000
2013-10-15,1921600,6336000,476400,1020200,3573600,4272000,1722400,91440000
2013-10-16,745600,4550400,702000,1778500,2508800,2709600,1432800,92850000
2013-10-17,572800,240000,622800,172500,1632800,1819200,1162400,108490000
2013-10-18,1190400,3724800,343200,389000,3155200,2968800,1180000,156660000
2013-10-21,1633600,3612800,377600,863600,4111200,4073600,1579200,93660000
2013-10-22,1112000,3164800,663200,772000,3780800,3446400,1187200,107030000
2013-10-23,2372800,2307200,600800,1303900,9071200,5742400,2886400,90630000
2013-10-24,1371200,4316800,1022400,1014900,5307200,6478400,1931200,89240000
2013-10-25,2323200,1286400,1790000,1331500,5468800,6286400,1510400,109900000
2013-10-28,2537600,1171200,1163600,1611200,3550400,4283200,1352000,92760000
2013-10-29,2448000,1504000,424400,1051200,2670400,2887200,1341600,86600000
2013-10-30,2086400,3404800,1242800,1069600,3588800,5472000,987200,79170000
2013-10-31,1980800,1142400,1831200,1878500,5489600,4456000,1597600,114050000
2013-11-01,1291200,1328000,714400,957800,3535200,3821600,1671200,101830000
2013-11-04,1497600,6272000,862400,2612000,6860000,6524800,1788800,71200000
2013-11-05,1752000,10822400,1002800,905900,4953600,3548000,2764800,91890000
2013-11-06,2430400,6396800,450800,1675300,7802400,5158400,3372000,109200000
2013-11-07,3476800,3568000,806400,1605900,4254400,4715200,2110400,103860000
2013-11-08,3105600,8252800,456800,2251300,9868800,4432800,3054400,101200000
2013-11-11,2316800,1283200,452000,2161800,5716800,6000000,3004000,58860000
2013-11-12,1428800,4169600,779600,1936000,4858400,4911200,2497600,79260000
2013-11-13,2092800,13718400,682000,1718900,5500000,6199200,1619200,92450000
2013-11-14,3537600,15958400,891600,1287800,6818400,5979200,4191200,123860000
2013-11-15,1772800,8422400,937600,1191300,3629600,13050400,2900800,126460000
2013-11-18,2489600,5100800,933200,1517800,4729600,12151200,2575200,94860000
2013-11-19,1204800,6060800,876000,967300,2979200,4562400,2174400,84570000
2013-11-20,1888000,11376000,546000,936500,4882400,5979200,2097600,84350000
2013-11-21,2614400,15990400,1306800,1048200,5279200,6228000,2971200,79000000
2013-11-22,2123200,6451200,2081200,1433400,3302400,5135200,2078400,81000000
2013-11-25,1284800,8352000,1184400,1489800,3051200,3768000,1813600,94040000
2013-11-26,1513600,3712000,703200,744400,3564000,3948000,1551200,107450000
2013-11-27,2592000,5996800,537600,954800,4259200,4194400,1368800,65730000
2013-11-29,1568000,1862400,582000,1229200,3464000,4373600,2544800,69190000
2013-12-02,1132800,3856000,1041200,939200,3466400,4962400,2127200,92590000
2013-12-03,907200,5254400,2251600,831200,3955200,4240000,2008800,103910000
2013-12-04,1532800,4259200,1311200,651900,2050400,2880800,773600,111180000
2013-12-05,2403200,5542400,2006400,608300,2092000,4260000,1825600,128080000
2013-12-06,2428800,2390400,712800,523400,1908800,2314400,2372000,98260000
2013-12-09,886400,2368000,269600,806200,2193600,2984800,3607200,91810000
2013-12-10,2561600,3107200,634800,1008600,6013600,5103200,3103200,79420000
2013-12-11,1673600,8009600,412000,1464500,4772800,3996800,3630400,107170000
2013-12-12,1688000,3232000,726400,1623300,5440000,4656000,2114400,105870000
2013-12-13,1718400,19961600,872000,1465800,4956800,4048000,2896000,83180000
2013-12-16,1006400,2451200,364800,939200,4372800,4683200,2920800,101470000
2013-12-17,2091200,8694400,1149600,667000,4957600,2842400,1831200,101490000
2013-12-18,1409600,44582400,479200,1080100,6967200,2995200,2897600,129620000
2013-12-19,2252800,30070400,1394000,691500,7497600,3504000,2606400,94980000
2013-12-20,3152000,23104000,503200,862300,7362400,3273600,2223200,285190000
2013-12-23,4193600,36582400,940800,901900,5000000,4338400,3359200,78930000
2013-12-24,2555200,8736000,576400,1123300,5408000,3295200,5688800,33640000
2013-12-26,1868800,11852800,810800,1061600,5439200,3928800,10148000,50160000
2013-12-27,1721600,9635200,644400,1118000,3772000,5844000,3670400,47230000
2013-12-30,1539200,5564800,660800,598000,3700000,4908000,2359200,54220000
2013-12-31,1624000,4019200,642000,723100,4204000,5536000,4377600,78760000
2014-01-02,785600,243200,154400,551700,3012000,3555200,4861600,80960000
2014-01-03,1057600,7958400,1720800,674100,3659200,3976000,5262400,72770000
2014-01-06,902400,2371200,1800400,1024600,3604000,4073600,4288800,89380000
2014-01-07,1300800,3836800,1800800,703900,5132800,3354400,2846400,81270000
2014-01-08,2310400,1494400,2016000,2227700,10828800,8744000,10056000,103260000
2014-01-09,2323200,1334400,509200,789000,4277600,5091200,4756000,83990000
2014-01-10,1540800,3267200,1250000,1090100,4944800,6793600,8769600,85190000
2014-01-13,1740800,2790400,3017600,736900,3015200,2896800,4281600,111680000
2014-01-14,1206400,23584000,500800,650100,3994400,4032000,5179200,98610000
2014-01-15,632000,3872000,121600,1025600,2677600,3397600,2517600,101130000
2014-01-16,534400,412800,657200,1022400,3534400,4994400,2180800,87370000
2014-01-17,1736000,3913600,4393200,528200,3138400,2451200,2143200,184970000
2014-01-21,1584000,1561600,1130000,822600,2720800,2824800,2546400,111570000
2014-01-22,907200,537600,713200,531900,2351200,2586400,5999200,87470000
2014-01-23,2020800,1756800,348400,1675700,3268000,3866400,3416800,100540000
2014-01-24,1328000,2451200,302000,813400,2688800,2668800,2029600,141450000
2014-01-27,1472000,2812800,279200,804800,2805600,3745600,4013600,127540000
2014-01-28,1904000,4003200,230400,1647700,5118400,3900000,3025600,89110000
2014-01-29,556800,3961600,107200,1030300,3648800,3765600,1836800,109590000
2014-01-30,1046400,1273600,164400,771600,4868800,3424800,1066400,92100000
2014-01-31,683200,2873600,218800,583400,4076000,3129600,1236000,137090000
2014-02-03,1515200,2118400,125200,608800,3331200,5066400,1532000,151050000
2014-02-04,3777600,3440000,256400,1608600,6812000,4547200,1254400,124110000
2014-02-05,1332800,3254400,164800,998400,8742400,3771200,2220000,105130000
2014-02-06,1521600,4595200,153200,837400,5743200,4760800,2544800,106980000
2014-02-07,1072000,7257600,571600,1120700,5092800,2788000,1501600,105780000
2014-02-10,2225600,2291200,303200,947700,5002400,5208800,3002400,84110000
2014-02-11,865600,896000,247200,923700,5611200,4182400,2583200,95930000
2014-02-12,2120000,1168000,577600,1079700,8071200,5370400,3949600,77310000
2014-02-13,747200,998400,339200,561200,4189600,3402400,2339200,99470000
2014-02-14,1254400,700800,516800,445100,2812000,3174400,1990400,84060000
2014-02-18,606400,758400,280400,414900,3591200,3319200,2989600,91250000
2014-02-19,1115200,1228800,694800,574900,4599200,6388000,1958400,80560000
2014-02-20,739200,1888000,1634800,587900,3448800,3295200,1662400,77720000
2014-02-21,1068800,12281600,374800,1022400,5861600,4333600,1679200,126580000
2014-02-24,2915200,11120000,315600,1425300,5718400,4655200,1462400,244580000
2014-02-25,4235200,3782400,924400,593800,6201600,3956800,1724800,99470000
2014-02-26,3176000,5475200,1251600,588500,12880000,5740000,1872800,93980000
2014-02-27,1227200,11257600,565600,866700,5635200,3769600,2672800,97640000
2014-02-28,2068800,37350400,1676000,656100,5196800,6037600,1675200,122110000
2014-03-03,1696000,15411200,270400,747300,3220000,5148000,2191200,92760000
2014-03-04,2531200,12224000,649200,1142000,5439200,5041600,2440800,96120000
2014-03-05,880000,11753600,255200,719800,8034400,3512800,2376800,73980000
2014-03-06,3641600,10361600,792800,1508300,8785600,6874400,3564000,75900000
2014-03-07,4891200,5904000,1964000,1095100,9712800,6032000,2913600,80690000
2014-03-10,1665600,7558400,771600,510500,6141600,5100800,1124800,68210000
2014-03-11,2326400,9673600,720800,631300,5920800,4015200,2344800,78150000
2014-03-12,2921600,12099200,686000,615600,4547200,6344800,2783200,77900000
2014-03-13,1288000,11516800,331600,1286100,7362400,5877600,4709600,86160000
2014-03-14,3465600,8473600,656800,632100,7497600,5531200,3904800,85660000
2014-03-17,2753600,29398400,416400,677000,7381600,8836800,3883200,88930000
2014-03-18,1849600,21696000,340000,565200,4817600,4626400,2235200,79140000
2014-03-19,5160000,11273600,1280400,568200,2878400,2826400,3451200,90110000
2014-03-20,3336000,13379200,1758800,645800,3146400,2722400,1015200,91530000
2014-03-21,2232000,8790400,1508000,604300,4596800,4439200,2385600,353670000
2014-03-24,2753600,11872000,1298800,633200,5054400,7239200,2323200,110620000
2014-03-25,3051200,10528000,664400,376300,5913600,6897600,1844800,89110000
2014-03-26,2211200,14604800,3924400,568700,9344000,5504800,2372000,92770000
2014-03-27,2382400,8803200,2379600,762700,16067200,3952800,3569600,93650000
2014-03-28,4430400,17158400,1726800,528400,11239200,3208000,3689600,86370000
2014-03-31,2798400,12720000,1209200,444500,7264800,4600800,2154400,104510000
2014-04-01,937600,9024000,621200,445300,8561600,4270400,2450400,88010000
2014-04-02,923200,11971200,552000,418200,9154400,4549600,2427200,78120000
2014-04-03,1699200,4179200,576400,356100,7107200,3238400,2087200,77220000
2014-04-04,1260800,4617600,482000,580100,6817600,5911200,3358400,104350000
2014-04-07,1696000,11865600,658000,527300,8062400,6778400,3305600,116540000
2014-04-08,1392000,3059200,445200,372200,6389600,3134400,2084000,98510000
2014-04-09,2054400,3216000,709600,1971100,12621600,10247200,5246400,91550000
2014-04-10,800000,3872000,360000,871200,6432000,5685600,3516800,112550000
2014-04-11,921600,4499200,390400,890900,5555200,3706400,2928800,119550000
2014-04-14,888000,12121600,470400,472400,4505600,3111200,1504800,90020000
2014-04-15,1580800,12384000,649200,440600,4528800,4204800,2074400,97850000
2014-04-16,2070400,22441600,998400,790900,7255200,6236800,2393600,94650000
2014-04-17,953600,18537600,1003200,670200,6719200,3767200,1522400,136190000
2014-04-21,1356800,11984000,1097200,676600,5636800,5513600,1746400,79500000
2014-04-22,2702400,4652800,891600,530300,6139200,3244800,1246400,84830000
2014-04-23,1036800,6742400,336800,385700,4581600,427200,908800,76830000
2014-04-24,2220800,2352000,449600,819300,4769600,5701600,1964800,80340000
2014-04-25,1529600,3568000,387200,1603000,3812000,2644800,2545600,90630000
2014-04-28,1641600,3494400,474400,493500,3924000,4361600,2114400,105510000
2014-04-29,1102400,3728000,595200,660800,4560800,3752800,1764000,71240000
2014-04-30,1288000,1948800,988800,721000,4992000,3560000,1664000,92970000
2014-05-01,3582400,1372800,561600,390500,10715600,2988800,1850400,75630000
2014-05-02,2307200,3488000,951600,707500,18262400,3503200,1834400,78910000
2014-05-05,3270400,7532800,1013600,1796500,14936800,4239200,1173600,70320000
2014-05-06,6360000,10278400,391200,1467200,11392400,8359200,1821600,74340000
2014-05-07,3332800,15769600,968800,1272600,12762400,8066400,2725600,93870000
2014-05-08,1369600,5536000,285200,1078900,12465200,4376800,4073600,75620000
2014-05-09,3136000,3900800,400400,860700,10642400,4078400,5602400,74980000
2014-05-12,2617600,3363200,578400,849300,11604800,3800800,2612000,71550000
2014-05-13,2897600,9750400,818400,960500,13212000,3021600,4100800,71340000
2014-05-14,1166400,7068800,656400,1309100,11378800,6643200,2511200,71970000
2014-05-15,2849600,5977600,855200,1124000,14300000,7098400,2077600,106610000
2014-05-16,1884800,12300800,420800,797600,8712400,5103200,1727200,119330000
2014-05-19,2299200,11206400,287200,519100,5590800,4420000,2709600,82180000
2014-05-20,2328000,1513600,946000,470500,5768800,5160800,1022400,75150000
2014-05-21,878400,4284800,690400,873300,8220800,3612000,1800800,76730000
2014-05-22,1257600,2748800,778400,727200,11945200,4695200,1939200,59250000
2014-05-23,1305600,7145600,562800,939000,8293600,5014400,1754400,61340000
2014-05-27,1843200,4547200,609600,1378800,9022400,3170400,3095200,80870000
2014-05-28,1680000,3625600,482800,605000,13697200,7345600,4620800,62480000
2014-05-29,3472000,16796800,430800,1007400,14356000,11194400,4728000,55500000
2014-05-30,1904000,6483200,700400,898600,11820000,11160800,2478400,105190000
